   1.2000000e+00   1.9748798e-01
   1.1878788e+00   1.7318016e-01
   1.1757576e+00   1.4986158e-01
   1.1636364e+00   1.2781835e-01
   1.1515152e+00   1.0728391e-01
   1.1393939e+00   8.8491854e-02
   1.1272727e+00   7.1637864e-02
   1.1151515e+00   5.6871234e-02
   1.1030303e+00   4.4266790e-02
   1.0909091e+00   3.3802473e-02
   1.0787879e+00   2.5363877e-02
   1.0666667e+00   1.8745375e-02
   1.0545455e+00   1.3685454e-02
   1.0424242e+00   9.8973656e-03
   1.0303030e+00   7.1068333e-03
   1.0181818e+00   5.0762691e-03
   1.0060606e+00   3.6094264e-03
   9.9393939e-01   2.5543992e-03
   9.8181818e-01   1.7980692e-03
   9.6969697e-01   1.2574797e-03
   9.5757576e-01   8.7340831e-04
   9.4545455e-01   6.0372849e-04
   9.3333333e-01   4.1702672e-04
   9.2121212e-01   2.8992768e-04
   9.0909091e-01   2.0444441e-04
   8.9696970e-01   1.4752700e-04
   8.8484848e-01   1.0970472e-04
   8.7272727e-01   8.4477572e-05
   8.6060606e-01   6.7541705e-05
   8.4848485e-01   5.5887025e-05
   8.3636364e-01   4.7657683e-05
   8.2424242e-01   4.1494786e-05
   8.1212121e-01   3.6517789e-05
   8.0000000e-01   3.2098712e-05
   7.8787879e-01   2.7814100e-05
   7.7575758e-01   2.3435931e-05
   7.6363636e-01   1.8976087e-05
   7.5151515e-01   1.4674204e-05
   7.3939394e-01   1.0866303e-05
   7.2727273e-01   7.7666772e-06
   7.1515152e-01   5.4137013e-06
   7.0303030e-01   3.7170503e-06
   6.9090909e-01   2.5311435e-06
   6.7878788e-01   1.7229119e-06
   6.6666667e-01   1.1797376e-06
   6.5454545e-01   8.1806764e-07
   6.4242424e-01   5.7864931e-07
   6.3030303e-01   4.2040431e-07
   6.1818182e-01   3.1581941e-07
   6.0606061e-01   2.4627313e-07
   5.9393939e-01   1.9961534e-07
   5.8181818e-01   1.6648853e-07
   5.6969697e-01   1.2348853e-07
   5.5757576e-01   8.8699478e-08
   5.4545455e-01   6.3336998e-08
   5.3333333e-01   4.5028240e-08
   5.2121212e-01   3.1980253e-08
   5.0909091e-01   2.2810362e-08
   4.9696970e-01   1.6453635e-08
   4.8484848e-01   1.2097445e-08
   4.7272727e-01   9.1400230e-09
   4.6060606e-01   7.1450520e-09
   4.4848485e-01   5.8057115e-09
   4.3636364e-01   4.9092735e-09
   4.2424242e-01   4.3090603e-09
   4.1212121e-01   3.9060863e-09
   4.0000000e-01   3.6336126e-09
   3.8787879e-01   3.4469621e-09
   3.7575758e-01   3.3164727e-09
   3.6363636e-01   3.2229543e-09
   3.5151515e-01   3.1537418e-09
   3.3939394e-01   3.1003573e-09
   3.2727273e-01   3.0575244e-09
   3.1515152e-01   3.0216762e-09
   3.0303030e-01   2.9905238e-09
   2.9090909e-01   2.9625856e-09
   2.7878788e-01   2.9368864e-09
   2.6666667e-01   2.9128052e-09
   2.5454545e-01   2.8899246e-09
   2.4242424e-01   2.8679718e-09
   2.3030303e-01   2.8467683e-09
   2.1818182e-01   2.8261919e-09
   2.0606061e-01   2.8061605e-09
   1.9393939e-01   2.7866161e-09
   1.8181818e-01   2.7675170e-09
   1.6969697e-01   2.7488321e-09
   1.5757576e-01   2.7305372e-09
   1.4545455e-01   2.7126131e-09
   1.3333333e-01   2.6950436e-09
   1.2121212e-01   2.6778145e-09
   1.0909091e-01   2.6609135e-09
   9.6969697e-02   2.6443292e-09
   8.4848485e-02   2.6280511e-09
   7.2727273e-02   2.6120696e-09
   6.0606061e-02   2.5963755e-09
   4.8484848e-02   2.5809600e-09
   3.6363636e-02   2.5658148e-09
   2.4242424e-02   2.5509321e-09
   1.2121212e-02   2.5363044e-09
   0.0000000e+00   2.5290532e-09
