   1.2000000e+00   2.0227147e-02
   1.1878788e+00   1.3528369e-02
   1.1757576e+00   8.9953918e-03
   1.1636364e+00   5.9917826e-03
   1.1515152e+00   4.0198227e-03
   1.1393939e+00   2.7258017e-03
   1.1272727e+00   1.8712011e-03
   1.1151515e+00   1.3022939e-03
   1.1030303e+00   9.1840290e-04
   1.0909091e+00   6.5630693e-04
   1.0787879e+00   4.7519802e-04
   1.0666667e+00   3.4857675e-04
   1.0545455e+00   2.5916128e-04
   1.0424242e+00   1.9550800e-04
   1.0303030e+00   1.4987063e-04
   1.0181818e+00   1.1709236e-04
   1.0060606e+00   9.3598930e-05
   9.9393939e-01   7.6960113e-05
   9.8181818e-01   6.5493391e-05
   9.6969697e-01   5.7992222e-05
   9.5757576e-01   5.3475317e-05
   9.4545455e-01   5.0991228e-05
   9.3333333e-01   4.9599550e-05
   9.2121212e-01   4.8562118e-05
   9.0909091e-01   4.7464113e-05
   8.9696970e-01   4.6174178e-05
   8.8484848e-01   4.4696560e-05
   8.7272727e-01   4.3073927e-05
   8.6060606e-01   4.1335265e-05
   8.4848485e-01   3.9483493e-05
   8.3636364e-01   3.7491595e-05
   8.2424242e-01   3.5307808e-05
   8.1212121e-01   3.2858933e-05
   8.0000000e-01   3.0065278e-05
   7.8787879e-01   2.6865449e-05
   7.7575758e-01   2.3255632e-05
   7.6363636e-01   1.9359013e-05
   7.5151515e-01   1.5416872e-05
   7.3939394e-01   1.1738642e-05
   7.2727273e-01   8.5843196e-06
   7.1515152e-01   6.0704642e-06
   7.0303030e-01   4.1840362e-06
   6.9090909e-01   2.8277695e-06
   6.7878788e-01   1.8841302e-06
   6.6666667e-01   1.2424239e-06
   6.5454545e-01   8.1239052e-07
   6.4242424e-01   5.2813119e-07
   6.3030303e-01   3.4114977e-07
   6.1818182e-01   2.1947563e-07
   6.0606061e-01   1.4030875e-07
   5.9393939e-01   8.9057591e-08
   5.8181818e-01   5.5975326e-08
   5.6969697e-01   3.4664018e-08
   5.5757576e-01   2.0955147e-08
   5.4545455e-01   1.2166185e-08
   5.3333333e-01   6.5346149e-09
   5.2121212e-01   2.9392538e-09
   5.0909091e-01   6.4699219e-10
   4.9696970e-01  -8.0687961e-10
   4.8484848e-01  -1.7239709e-09
   4.7272727e-01  -2.2981187e-09
   4.6060606e-01  -2.6533463e-09
   4.4848485e-01  -2.8685879e-09
   4.3636364e-01  -2.9951066e-09
   4.2424242e-01  -3.0649691e-09
   4.1212121e-01  -3.0991616e-09
   4.0000000e-01  -3.1108353e-09
   3.8787879e-01  -3.1084648e-09
   3.7575758e-01  -3.0974094e-09
   3.6363636e-01  -3.0810509e-09
   3.5151515e-01  -3.0615714e-09
   3.3939394e-01  -3.0403198e-09
   3.2727273e-01  -3.0181612e-09
   3.1515152e-01  -2.9956248e-09
   3.0303030e-01  -2.9730466e-09
   2.9090909e-01  -2.9506304e-09
   2.7878788e-01  -2.9284973e-09
   2.6666667e-01  -2.9067181e-09
   2.5454545e-01  -2.8853304e-09
   2.4242424e-01  -2.8643528e-09
   2.3030303e-01  -2.8437910e-09
   2.1818182e-01  -2.8236432e-09
   2.0606061e-01  -2.8039030e-09
   1.9393939e-01  -2.7845615e-09
   1.8181818e-01  -2.7656085e-09
   1.6969697e-01  -2.7470328e-09
   1.5757576e-01  -2.7288232e-09
   1.4545455e-01  -2.7109686e-09
   1.3333333e-01  -2.6934580e-09
   1.2121212e-01  -2.6762808e-09
   1.0909091e-01  -2.6594265e-09
   9.6969697e-02  -2.6428854e-09
   8.4848485e-02  -2.6266478e-09
   7.2727273e-02  -2.6107046e-09
   6.0606061e-02  -2.5950471e-09
   4.8484848e-02  -2.5796667e-09
   3.6363636e-02  -2.5645554e-09
   2.4242424e-02  -2.5497055e-09
   1.2121212e-02  -2.5351093e-09
   0.0000000e+00  -2.5278738e-09
