   0.0000000e+00   1.8518540e-09
   1.2121212e-02   2.0962737e-09
   2.4242424e-02   2.4132711e-09
   3.6363636e-02   2.5104243e-09
   4.8484848e-02   2.5477249e-09
   6.0606061e-02   2.5694479e-09
   7.2727273e-02   2.5863970e-09
   8.4848485e-02   2.6022690e-09
   9.6969697e-02   2.6181394e-09
   1.0909091e-01   2.6341275e-09
   1.2121212e-01   2.6503542e-09
   1.3333333e-01   2.6668865e-09
   1.4545455e-01   2.6837287e-09
   1.5757576e-01   2.7008893e-09
   1.6969697e-01   2.7183882e-09
   1.8181818e-01   2.7362418e-09
   1.9393939e-01   2.7544663e-09
   2.0606061e-01   2.7730854e-09
   2.1818182e-01   2.7921312e-09
   2.3030303e-01   2.8116459e-09
   2.4242424e-01   2.8316880e-09
   2.5454545e-01   2.8523428e-09
   2.6666667e-01   2.8737349e-09
   2.7878788e-01   2.8960502e-09
   2.9090909e-01   2.9195699e-09
   3.0303030e-01   2.9447197e-09
   3.1515152e-01   2.9721478e-09
   3.2727273e-01   3.0028523e-09
   3.3939394e-01   3.0383494e-09
   3.5151515e-01   3.0809845e-09
   3.6363636e-01   3.1343369e-09
   3.7575758e-01   3.2039050e-09
   3.8787879e-01   3.2981250e-09
   4.0000000e-01   3.4299137e-09
   4.1212121e-01   3.6190747e-09
   4.2424242e-01   3.8959930e-09
   4.3636364e-01   4.3066928e-09
   4.4848485e-01   4.9219656e-09
   4.6060606e-01   5.8496363e-09
   4.7272727e-01   7.2539724e-09
   4.8484848e-01   9.3850566e-09
   4.9696970e-01   1.2621513e-08
   5.0909091e-01   1.7541854e-08
   5.2121212e-01   2.5016363e-08
   5.3333333e-01   3.6380172e-08
   5.4545455e-01   5.3593653e-08
   5.5757576e-01   7.9705112e-08
   5.6969697e-01   1.1912751e-07
   5.8181818e-01   1.7838107e-07
   5.9393939e-01   2.6040163e-07
   6.0606061e-01   3.2085289e-07
   6.1818182e-01   3.9037011e-07
   6.3030303e-01   4.9151227e-07
   6.4242424e-01   6.4168902e-07
   6.5454545e-01   8.6634961e-07
   6.6666667e-01   1.2031878e-06
   6.7878788e-01   1.7073598e-06
   6.9090909e-01   2.4574842e-06
   7.0303030e-01   3.5629442e-06
   7.1515152e-01   5.1671460e-06
   7.2727273e-01   7.4423123e-06
   7.3939394e-01   1.0564445e-05
   7.5151515e-01   1.4659956e-05
   7.6363636e-01   1.9718561e-05
   7.7575758e-01   2.5542446e-05
   7.8787879e-01   3.1799201e-05
   8.0000000e-01   3.8214666e-05
   8.1212121e-01   4.4757359e-05
   8.2424242e-01   5.1719256e-05
   8.3636364e-01   5.9704919e-05
   8.4848485e-01   6.9667050e-05
   8.6060606e-01   8.3019118e-05
   8.7272727e-01   1.0185400e-04
   8.8484848e-01   1.2931082e-04
   8.9696970e-01   1.7015607e-04
   9.0909091e-01   2.3157698e-04
   9.2121212e-01   3.2436523e-04
   9.3333333e-01   4.6468093e-04
   9.4545455e-01   6.7596635e-04
   9.5757576e-01   9.9195126e-04
   9.6969697e-01   1.4614156e-03
   9.8181818e-01   2.1455348e-03
   9.9393939e-01   3.1333518e-03
   1.0060606e+00   4.5291711e-03
   1.0181818e+00   6.4674198e-03
   1.0303030e+00   9.1001349e-03
   1.0424242e+00   1.2600287e-02
   1.0545455e+00   1.7152636e-02
   1.0666667e+00   2.2945426e-02
   1.0787879e+00   3.0160300e-02
   1.0909091e+00   3.8959552e-02
   1.1030303e+00   4.9476396e-02
   1.1151515e+00   6.1808807e-02
   1.1272727e+00   7.6011739e-02
   1.1393939e+00   9.2102107e-02
   1.1515152e+00   1.1005852e-01
   1.1636364e+00   1.2982663e-01
   1.1757576e+00   1.5132847e-01
   1.1878788e+00   1.7447051e-01
   1.2000000e+00   1.9915405e-01
