0.0	9.08293194389648e-11
0.024	-7.172421614918952e-9
0.048	-1.648546952542365e-8
0.072	-3.8037595313939024e-8
0.096	-5.237582345401199e-8
0.12	-8.744883272026159e-8
0.144	-1.5006355927156438e-7
0.168	-2.3943715193374474e-7
0.192	-3.9248326906875126e-7
0.216	-6.379381353101356e-7
0.24	-1.0367632806871703e-6
0.264	-1.7028054004389493e-6
0.288	-2.7630258597104387e-6
0.312	-4.528848873867284e-6
0.336	-7.405986376238707e-6
0.36	-1.2116741159788326e-5
0.384	-1.9852900451832508e-5
0.408	-3.257724452105263e-5
0.432	-5.352439216339924e-5
0.456	-8.805317933911233e-5
0.48	-0.00014509743861255495
0.504	-0.00023950231689917693
0.528	-0.0003960595810026185
0.552	-0.0006562491048343892
0.576	-0.0010895615442649655
0.6	-0.0018127239348429112
0.624	-0.0030219078628030698
0.648	-0.00504635288998802
0.672	-0.008436335710403944
0.696	-0.014102022747424682
0.72	-0.02351820001983371
0.744	-0.03898446558078634
0.768	-0.06386403866521935
0.792	-0.102713477677422
0.816	-0.16202554955420942
0.84	-0.2555813593019919
0.864	-0.42248676676037006
0.888	-0.7673286547185465
0.912	-1.5475038147688929
0.936	-3.379140553042287
0.96	-7.706292044277147
0.984	-17.752149527052612
1.008	-39.98229633171422
1.032	-84.88201624872909
1.056	-163.90747621514612
1.08	-282.49465178295145
1.104	-437.53034272122187
1.128	-623.7100252847702
1.152	-840.7191370618066
1.176	-1094.0899631943869
1.2	-1390.7795080135704
